inst,args,energy,time,freq,thr
XOR,"['rax', '<0000000000000001>']",5532411494,0.07543334166208902,1600000,1
XOR,"['<0000000000000001>', 'rax']",35131416029,0.4783804814020793,1600000,1
ADD,"['rax', 'rax']",5449379566,0.08094863096872966,1400000,1
ADD,"['rax', 'rcx']",7216448580,0.10639777183532714,1400000,1
ADD,"['rax', '0']",5818345062,0.08633679548899333,1400000,1
ADD,"['rax', '<0000000000000001>']",5882856516,0.08589411576588948,1400000,1
ADD,"['<0000000000000001>', 'rax']",37749299609,0.5500561873118083,1400000,1
SUB,"['rax', 'rax']",1753269316,0.026016529401143393,1400000,1
SUB,"['rax', 'rcx']",5416591906,0.08067816893259684,1400000,1
SUB,"['rax', '0']",6174965760,0.09141918023427327,1400000,1
SUB,"['rax', '<0000000000000001>']",5732114978,0.08371947606404623,1400000,1
SUB,"['<0000000000000001>', 'rax']",37600910813,0.548135495185852,1400000,1
ADC,"['rax', 'rax']",10995263078,0.1634338935216268,1400000,1
ADC,"['rax', 'rcx']",11293655040,0.167623241742452,1400000,1
ADC,"['rax', '0']",5888095027,0.08744451204935709,1400000,1
ADC,"['rax', '<0000000000000001>']",11957831816,0.1760993242263794,1400000,1
ADC,"['<0000000000000001>', 'rax']",41534385902,0.6084914604822794,1400000,1
SBB,"['rax', 'rax']",10798454101,0.1605358362197876,1400000,1
SBB,"['rax', 'rcx']",11321984068,0.16809701124827067,1400000,1
SBB,"['rax', '0']",5331694387,0.07927935123443604,1400000,1
SBB,"['rax', '<0000000000000001>']",11656036352,0.17154897848765055,1400000,1
SBB,"['<0000000000000001>', 'rax']",40961561941,0.599664036432902,1400000,1
AND,"['rax', 'rax']",5821680844,0.08626627127329509,1400000,1
AND,"['rax', 'rcx']",5777577301,0.08567914168039957,1400000,1
AND,"['rax', '0']",5093936332,0.07586055596669515,1400000,1
AND,"['rax', '<0000000000000001>']",5683284104,0.0830500602722168,1400000,1
AND,"['<0000000000000001>', 'rax']",37654698393,0.5486863454182943,1400000,1
OR,"['rax', 'rax']",5839816840,0.08669373194376627,1400000,1
OR,"['rax', 'rcx']",5255336209,0.07811245123545328,1400000,1
OR,"['rax', '0']",5712840840,0.08477323055267334,1400000,1
OR,"['rax', '<0000000000000001>']",6179749888,0.09038530190785726,1400000,1
OR,"['<0000000000000001>', 'rax']",38484143854,0.5609309593836467,1400000,1
XOR,"['rax', 'rax']",2611950387,0.03856948216756185,1400000,1
XOR,"['rax', 'rcx']",5645089723,0.08383992513020834,1400000,1
XOR,"['rax', '0']",5820872567,0.08636368115743001,1400000,1
XOR,"['rax', '<0000000000000001>']",5835613798,0.08527572154998779,1400000,1
XOR,"['<0000000000000001>', 'rax']",37601148928,0.5478501955668131,1400000,1
ADD,"['rax', 'rax']",5732713540,0.09073071479797364,1200000,1
ADD,"['rax', 'rcx']",6019693499,0.09505758285522461,1200000,1
ADD,"['rax', '0']",6407019997,0.10107184251149495,1200000,1
ADD,"['rax', '<0000000000000001>']",6108739447,0.09520112673441569,1200000,1
ADD,"['<0000000000000001>', 'rax']",41032439125,0.6375968853632609,1200000,1
SUB,"['rax', 'rax']",1796230348,0.02843753496805827,1200000,1
SUB,"['rax', 'rcx']",6335734306,0.0999923547108968,1200000,1
SUB,"['rax', '0']",6459064320,0.10181922117869059,1200000,1
SUB,"['rax', '<0000000000000001>']",5982759594,0.09311001300811768,1200000,1
SUB,"['<0000000000000001>', 'rax']",40606957568,0.6313240845998128,1200000,1
ADC,"['rax', 'rax']",12210748347,0.19279346466064454,1200000,1
ADC,"['rax', 'rcx']",12446988151,0.19649227460225424,1200000,1
ADC,"['rax', '0']",7774904866,0.12214116255442302,1200000,1
ADC,"['rax', '<0000000000000001>']",12070036002,0.18931703567504882,1200000,1
ADC,"['<0000000000000001>', 'rax']",47837800038,0.745365317662557,1200000,1
SBB,"['rax', 'rax']",12658254370,0.19963380495707195,1200000,1
SBB,"['rax', 'rcx']",11892383197,0.18787786960601807,1200000,1
SBB,"['rax', '0']",6544619383,0.1031573216120402,1200000,1
SBB,"['rax', '<0000000000000001>']",12251861265,0.19218146006266276,1200000,1
SBB,"['<0000000000000001>', 'rax']",45035589905,0.7023467938105266,1200000,1
AND,"['rax', 'rax']",5915825493,0.09350333213806153,1200000,1
AND,"['rax', 'rcx']",6404940322,0.10113030274709066,1200000,1
AND,"['rax', '0']",6135388569,0.09710379441579182,1200000,1
AND,"['rax', '<0000000000000001>']",5762783641,0.09000203609466553,1200000,1
AND,"['<0000000000000001>', 'rax']",41551549781,0.6461569627126058,1200000,1
OR,"['rax', 'rax']",6233530914,0.09847835699717204,1200000,1
OR,"['rax', 'rcx']",5673549824,0.0899003028869629,1200000,1
OR,"['rax', '0']",6178192315,0.09767045974731445,1200000,1
OR,"['rax', '<0000000000000001>']",6465198489,0.10090602238972982,1200000,1
