,2mm_EXTRALARGE_DATASET_mem.dat,2mm_LARGE_DATASET_mem.dat,2mm_MEDIUM_DATASET_mem.dat,3mm_EXTRALARGE_DATASET_mem.dat,3mm_LARGE_DATASET_mem.dat,3mm_MEDIUM_DATASET_mem.dat,adi_EXTRALARGE_DATASET_mem.dat,adi_LARGE_DATASET_mem.dat,adi_MEDIUM_DATASET_mem.dat,atax_EXTRALARGE_DATASET_mem.dat,atax_LARGE_DATASET_mem.dat,bicg_EXTRALARGE_DATASET_mem.dat,bicg_LARGE_DATASET_mem.dat,cholesky_EXTRALARGE_DATASET_mem.dat,cholesky_LARGE_DATASET_mem.dat,cholesky_MEDIUM_DATASET_mem.dat,correlation_EXTRALARGE_DATASET_mem.dat,correlation_LARGE_DATASET_mem.dat,correlation_MEDIUM_DATASET_mem.dat,covariance_EXTRALARGE_DATASET_mem.dat,covariance_LARGE_DATASET_mem.dat,covariance_MEDIUM_DATASET_mem.dat,deriche_EXTRALARGE_DATASET_mem.dat,deriche_LARGE_DATASET_mem.dat,deriche_MEDIUM_DATASET_mem.dat,doitgen_EXTRALARGE_DATASET_mem.dat,doitgen_LARGE_DATASET_mem.dat,doitgen_MEDIUM_DATASET_mem.dat,durbin_EXTRALARGE_DATASET_mem.dat,durbin_LARGE_DATASET_mem.dat,fdtd-2d_EXTRALARGE_DATASET_mem.dat,fdtd-2d_LARGE_DATASET_mem.dat,fdtd-2d_MEDIUM_DATASET_mem.dat,gemm_EXTRALARGE_DATASET_mem.dat,gemm_LARGE_DATASET_mem.dat,gemm_MEDIUM_DATASET_mem.dat,gemver_EXTRALARGE_DATASET_mem.dat,gemver_LARGE_DATASET_mem.dat,gesummv_EXTRALARGE_DATASET_mem.dat,gesummv_LARGE_DATASET_mem.dat,gramschmidt_EXTRALARGE_DATASET_mem.dat,gramschmidt_LARGE_DATASET_mem.dat,gramschmidt_MEDIUM_DATASET_mem.dat,heat-3d_EXTRALARGE_DATASET_mem.dat,heat-3d_LARGE_DATASET_mem.dat,heat-3d_MEDIUM_DATASET_mem.dat,jacobi-1d_EXTRALARGE_DATASET_mem.dat,jacobi-2d_EXTRALARGE_DATASET_mem.dat,jacobi-2d_LARGE_DATASET_mem.dat,jacobi-2d_MEDIUM_DATASET_mem.dat,lu_EXTRALARGE_DATASET_mem.dat,lu_LARGE_DATASET_mem.dat,lu_MEDIUM_DATASET_mem.dat,ludcmp_EXTRALARGE_DATASET_mem.dat,ludcmp_LARGE_DATASET_mem.dat,ludcmp_MEDIUM_DATASET_mem.dat,mvt_EXTRALARGE_DATASET_mem.dat,mvt_LARGE_DATASET_mem.dat,seidel-2d_EXTRALARGE_DATASET_mem.dat,seidel-2d_LARGE_DATASET_mem.dat,seidel-2d_MEDIUM_DATASET_mem.dat,symm_EXTRALARGE_DATASET_mem.dat,symm_LARGE_DATASET_mem.dat,symm_MEDIUM_DATASET_mem.dat,syr2k_EXTRALARGE_DATASET_mem.dat,syr2k_LARGE_DATASET_mem.dat,syr2k_MEDIUM_DATASET_mem.dat,syrk_EXTRALARGE_DATASET_mem.dat,syrk_LARGE_DATASET_mem.dat,syrk_MEDIUM_DATASET_mem.dat,trisolv_EXTRALARGE_DATASET_mem.dat,trisolv_LARGE_DATASET_mem.dat,trmm_EXTRALARGE_DATASET_mem.dat,trmm_LARGE_DATASET_mem.dat,trmm_MEDIUM_DATASET_mem.dat
50,196870653.76551455,548201528.2375004,376995110.50143385,220668655.98762986,384267274.47452193,296212189.92882705,752244076.5673834,829688330.2613703,523918135.4843653,63271235.04523087,62843512.22740864,98481181.82979155,130068441.68743348,206950477.11417255,242264595.12910524,230208085.17853138,131895122.2756708,241695250.24100652,196787691.7440923,140487949.02368987,240407852.1865355,209179185.73631096,333484602.1707226,341154425.1844206,363284994.2201332,449108281.92107695,397483332.5286382,229582301.99334097,257805147.5717891,221645093.36106753,758617114.412131,600753710.3102076,374678338.31210905,807354513.631573,811153246.4852505,416059421.61676913,590423068.8774704,573961357.182901,101409088.18082638,71132003.09055547,120847129.81021884,231044510.1425182,223993186.16556695,777987339.9407791,782024106.9455887,456546559.6798449,417071751.41896296,769302135.9610273,742636239.7909579,496303820.1513802,207272688.4840278,242417935.6901837,236990740.28862897,202765791.43595126,242594169.75192332,244015006.60129958,454134527.2237218,302730288.329236,713909935.4932334,713489628.7155869,424868331.89122367,271072632.1889215,453830909.2265214,299390682.3516104,340277186.5388259,564841131.6125058,372793222.77558655,297679597.2846318,547734905.1993115,312593889.93379706,308230141.8164008,192768349.5001603,168985299.0024656,354966167.0153747,274845698.02988636
51,208723209.17466003,526149366.54549855,374969152.4943467,221004487.1742961,383075042.32591975,297431743.1313813,694152797.8875048,884437514.741815,523946890.0870304,62302120.643619016,60804422.05141503,107277746.9199419,143428423.49276567,207213391.1135176,241960177.53977585,229974893.77558583,132662183.21050306,241503465.5977713,197739721.64860865,139844739.84256402,243069375.30699438,209792291.82011425,333210191.20919496,340463617.6639964,365293395.9178573,449020973.5371814,397615533.6255151,230237797.01983625,259392305.6243757,221950690.58352166,774599553.5561371,597559930.802038,376930675.18743366,811021523.3672099,818851561.2157332,418052832.470755,519206628.49858737,560595117.6669414,101481492.17803247,68514777.28394051,121925884.8825477,231191884.39086714,224969712.68197185,780144973.2817835,787190311.3452717,456530962.5754727,418660256.50949734,767369004.0338701,742904212.7052286,497950212.1710332,206606342.10509914,242952113.0011818,237012461.88771537,204801144.91522843,242887428.6871432,244042640.03683755,456766535.2000519,334911704.5064474,713221603.8144479,712641492.3149401,424873669.6186339,269501802.48087716,454945517.8824292,300239120.6642991,340475745.75358784,561987235.5293598,374051014.27902657,296614861.9156732,551509214.5788627,313940044.5922085,321196233.6992082,197379388.31178758,169782894.19719478,357739655.7133257,275569472.09616894
52,208977962.2865782,486301718.25038517,371810801.23985505,221344007.6237718,386660131.73261756,298691768.88083434,659536916.7841831,924093428.4297681,523941751.9423632,61687267.417641126,58916005.878867574,118180685.26913427,158197194.70625952,207187795.62545004,241742750.82821885,229364940.6712294,135226345.9793867,241464039.65288913,198704562.3693292,138333984.333085,246895908.2634509,210427296.4533435,333490497.1310002,340902071.50297904,367178792.6374251,448910431.0490023,397641670.8020183,230877860.50298268,260952437.41452378,222223443.62588283,776616291.5113218,592993088.9513046,379207779.52315235,812291128.6328261,820464880.6315844,420067648.4459987,439943405.3758323,546681319.1072654,101403181.23998159,65622953.72444317,122377901.33616333,231194902.93496564,225987588.5562747,785217995.4941825,788021514.9631428,456524595.98992705,420275982.17884684,766148357.57163,743664272.7454498,499656051.69097775,206417877.96957132,243510233.2632072,237027451.31793714,207200106.97761315,242882282.92032757,244068057.3107519,466644768.2839896,362882666.4077676,713795341.046118,711947055.3260834,424865685.01483536,268087280.3058794,455334240.4311755,301125302.66082805,340693354.0725805,558673443.2714834,375342850.63992715,295285614.2835716,553646072.6894001,315349740.2947792,332309443.56901973,202251475.4923067,170776172.58354488,359905823.88591766,276243485.1406635
53,208898560.10539657,454827025.2606768,367407255.60764766,221629450.23013136,390297138.923047,300034659.5054489,682326330.8616366,965793961.4132135,523909587.72464186,61886455.80020771,57687963.008672304,131475474.30920537,174403232.31364107,206965888.2904699,241958051.60384008,229524470.116576,135292782.04930505,241305532.16424936,199673210.38232845,137308677.30178192,244011278.45029092,211090698.5656751,333035690.86864805,340568462.3550638,368934710.52644706,448823036.2182569,397720577.9595999,231509447.6006497,262486989.08365858,222462349.33819425,746301248.6775732,588078846.9108098,381513190.89708734,812810769.8752265,815885621.3927985,422088637.1448492,360924358.2369792,531202966.42396444,101142312.83106719,62596448.456607334,121672669.97223547,231179714.8766297,227055611.47477674,781626837.800311,784537989.3922069,456530631.6794419,421911163.07901996,765409894.3658993,744717035.5364524,501417513.0942931,205386591.57158548,243388199.5719931,237022967.09560898,206008147.93392205,242941121.72825688,244085299.86584374,472273694.6621329,385259514.7648125,712450593.8584687,711528490.1926999,424854332.5240973,266948248.8647989,455540977.61047906,302041453.0454558,342018000.28576684,554397433.5665839,376674276.68582183,294082413.6041066,555230623.8787241,316790646.7491178,341020806.88725936,207353911.93506435,172026599.81078163,363250203.9336085,276866659.1268059
54,208785161.89024088,428465405.3675773,361729476.78976345,222278312.40000996,394011833.03329736,301488865.2270459,657573514.8779135,963198231.641574,523874089.8743698,63436370.2090021,57720061.4526772,147360247.64128464,192036670.5103366,206608416.55534562,242376145.8960887,230767399.21211538,138871861.61046648,241260656.30230722,200634813.4815221,135568895.36825508,244331370.65951252,211790151.76583824,333154974.3359967,339631548.3203502,370554675.73253304,448812665.4772275,397763260.1686973,232141208.80311698,263998588.15583286,222666404.57049894,764826057.8269302,592461169.0805763,383846446.6093706,812045560.0113361,817352860.3888546,424097080.96410334,290416622.2808101,512706315.4090723,100784693.92675062,59601965.24858737,121681204.51204556,231381661.7798747,228177345.335438,782973910.0334101,784206871.8643323,456548458.66080517,423556301.09642553,764468358.1623068,747292760.3137704,503222208.04272544,205824465.0506873,243730414.276957,237025652.2754416,206699197.4424911,242941102.50070712,244062199.03786135,461963219.0415597,401129252.87480766,711709929.5884653,711483240.1019684,424850375.9462177,265600655.631439,453605638.57615393,302976231.08942556,339466990.30583185,549001932.593543,378048828.5413312,292586388.9272293,556155029.3304135,318224651.54850256,347098169.59911215,212649556.0894128,173637683.42852116,367478848.77624464,277437916.01803225
55,208707909.64353395,412550363.221509,354850848.2238877,223166611.2007463,396806797.5866238,303067454.9445118,695676830.4414958,894746785.9368755,523860040.1237311,66914228.31590907,59659015.91260213,165894214.0334081,211026657.32137507,206206525.31642973,242827647.73905894,232575884.4110544,140868242.5107488,241521420.5323818,201577659.67254105,135934026.99609822,244500844.6166608,212531410.96666464,333796015.3612105,339546711.87778366,372032214.4032932,448865447.1990624,396586345.19089895,232782583.0687837,265490398.75690183,222834606.17284003,750680747.4840165,596987021.0412905,386204053.4836838,812641951.4395696,815925971.2641035,426072641.3951529,240849476.07823724,489921699.30677277,100589220.62658007,56818666.34920644,121732302.91154711,231607977.3761001,229349954.30492988,784982189.6197835,783081604.7713956,456573902.974792,425201092.2398602,764990045.0876763,750666275.5704867,505052160.6036438,206052323.10304174,243407571.9747238,237049652.9686894,207615791.2964193,243073363.85237557,244035317.43036616,432546412.4435926,410085906.11461216,710914244.4305373,711771824.9489163,424857887.6621425,263079682.7676783,449988615.84509224,303916637.84624845,336923005.0443051,542633400.4798009,379466847.3862859,291688184.0375994,555327915.3224185,319610953.13051236,350652731.23646975,218098270.14174756,175706646.72153953,371198015.54163677,277956177.77777845
56,208506521.88030392,408719285.63829404,346953395.5677838,223582055.3332964,398817704.54019064,304770209.81303406,728448925.908102,835607905.2002414,523879911.6458056,72950895.33711292,64206644.881473675,186966708.8190864,231227768.5733288,206619311.39143437,244013730.78440285,234691716.317166,140621229.83955133,241668721.349195,202490433.20529774,135514272.69043902,244727172.01983622,213315856.8979455,334416313.5191968,340117300.98764193,373360852.6863379,448893446.01302105,396715855.96822244,233442645.98056582,266965345.35774052,222965950.99526075,752240839.7111343,600923788.2344456,388581395.46612537,812273233.6079189,815806457.0171417,427995726.944101,222187031.99658838,462381397.6681848,100844106.96222042,54419972.359247826,121599872.86096485,231577698.56562927,230563814.17098615,785269165.6949829,782107756.6761558,456600316.4194374,426835603.9169883,766379673.4071559,750580824.1240209,506888510.52219236,206278816.4147463,243276705.42673668,237042262.0961653,206925284.7923785,243229421.82344177,244042067.41133034,387034505.68352085,412219294.97880125,710334641.998068,712327305.1558117,424874887.6905332,260861227.3180464,444118471.267263,304850438.5800037,334811518.532023,539024240.903801,380924767.7106005,290636182.48882854,552674845.3924088,320909989.26406693,352131456.16181916,223661297.1440599,176204607.51969334,374426650.8988671,278420366.36948067
57,208026675.7654833,421706411.1069217,338321566.7248613,223153851.12688497,399672985.79430526,306582005.22756565,741718846.8458719,814646419.8311422,523925665.0531578,82185087.44138801,72070518.73808211,210286877.69682795,252415479.21829408,206616998.9245499,244836071.80625036,236845476.65597385,141707224.05052143,241588452.51080844,203362379.39131972,135659587.82305804,245523785.61068177,214138826.59184623,334832257.2201812,340325326.7366534,374534116.72927725,449065479.6918211,397958381.6085115,234129957.34231398,268426035.82601655,223059435.88780418,763444954.9514382,590838231.0742763,390972341.9057609,810239414.4772949,815860723.8095067,429847804.00516766,226562894.09206617,430583866.2188575,101717274.17912795,52571154.12257176,121618901.80910075,231449686.07177365,231802900.99005198,783914963.1189446,781217752.0940218,456620609.7359024,428450430.7030173,766730114.7353932,748510067.7183973,508711251.1109973,207264689.9455984,242373967.18420154,237015080.42164087,207028304.07213664,243055743.39288184,244052467.81200832,331638538.701373,408041306.4844838,710642864.1990833,712666691.2304707,424896974.69288754,259644367.25633025,440092670.51844513,305766481.91435325,333863586.64390963,534180750.19353694,382414880.0658971,289826320.34326756,551741857.23948,322083956.8383072,352305770.5172349,229301840.16380605,177271062.7416106,377394838.67176676,278829403.75657475
58,207650879.1023198,422276010.3024119,329323571.92088056,222903848.79748085,398775380.47621244,308467630.23742664,733452158.3451964,826775799.7424554,523977294.1871223,95145870.3952396,83841755.52217968,235393992.9306156,274290692.0099105,206625537.22315764,244040168.39644176,238711508.4724516,140392022.12218443,241709112.91087544,204181774.0701975,137382292.2196289,245769450.31503296,214988749.84088004,335068486.2589355,339951922.90189195,375545532.6797214,448946217.70516473,399920544.9439623,234853054.28627142,269875129.01175463,223114057.70051345,753888522.2642643,587956488.9840895,393367507.7620436,808277589.675552,816328286.0755541,431608622.5594509,237426096.7961515,395920466.8278264,102994902.3696539,51437124.251964904,121625246.83739819,231393190.784414,233045957.03023133,780733857.5547377,782331688.6678599,456630254.8118919,430036190.34535426,768195553.5372689,748285277.9850645,510495948.2353632,208298332.87685242,241856279.6441979,237009979.50464723,207106138.05050126,243057528.06581432,244070826.78537312,273083250.3410215,398349949.71868896,711508555.7669679,713127174.0341123,424919686.4469652,258334773.94707346,436175254.947783,306652671.89104855,333069565.6556008,529427439.96472484,383925568.31388146,288752920.22405905,558568484.189868,323095130.06634057,352254066.20163053,234983188.4229681,178215590.9975567,379743952.995028,279182211.90249676
59,207147114.9081396,423506094.4665769,320390019.3349965,222258708.6465739,398095457.96425664,310370466.9398968,762625880.7035171,860303472.8286979,524012207.43457377,112147027.59852275,99883058.79083173,261688401.95133904,296493323.53142035,206585226.7902781,244212025.42722264,240315575.44650552,137913938.79059094,241156259.66420448,204934395.72614315,137470005.52376515,245770651.97833237,215847091.62843934,335409313.1408701,340191796.12277275,376388626.6852805,448883520.694944,402744055.3794449,235620473.9446816,271315362.30155617,223128813.28343174,740870639.1507474,592879561.2102692,395754130.49784833,807519566.4901513,817465728.586033,433253503.9878099,243364211.32628632,360726234.6659809,103785717.01183604,51182795.36021392,121771311.23565309,231452798.99072683,234267641.48060602,777521105.9321142,784036437.633843,456630572.8447374,431583500.59140664,768175707.1310841,749284001.1324831,512213448.77322614,209462008.43604362,241613339.77149135,237007435.46577084,206997729.7075753,243196336.57514527,244097707.00907034,217847882.46178186,384060852.9090833,712751574.2759016,714073698.2487969,424937730.6132055,258128119.86970538,432773003.12204367,307494420.04950863,332114348.17298037,525162602.9791093,385442021.3714693,287987738.95995575,570501550.9862138,323905783.16127396,353080778.5653591,240668631.14352813,179186535.8776004,382008858.5432801,279477712.77068275
60,207215554.0282418,424135720.47650415,311997147.91254777,221302619.31060326,398304750.68983686,312223897.4174746,779592837.0798067,888208242.6207477,524017117.69339275,133217179.13399197,120254573.96515246,288483108.35918057,318624947.57576615,206305135.01057956,244312348.00745833,241594650.86631215,139154057.2403445,242665998.90460688,205607457.4156887,137428275.4060565,245739789.62182966,216689100.53188547,335065949.88197076,340088504.2920227,377056924.89356476,448723998.39384425,405680068.7639643,236440753.44978777,272749553.94159377,223102699.4866021,729948171.9954708,598616480.013055,398114715.3015661,808530780.2128283,818746725.34092,434760313.62114567,242744257.83944726,327764486.5528383,103011372.0538025,51973080.06010546,121935962.81603953,231538406.35400084,235439071.53023255,777216074.3021063,785594407.0888152,456627745.3735523,433082979.18858117,769452604.8385344,750562591.8515012,513823976.8623752,207100050.6129628,242086079.22550318,236991024.2502236,207309537.9055693,243398775.56004155,244083249.51220328,174987860.2387511,366010829.6278962,714075722.3519909,713251036.9298129,424949231.73670876,257150535.39548802,429885742.4837116,308278569.7137053,332893356.31604594,521435372.3495603,386947419.4526641,287164438.134651,586379302.4762533,324478190.3362143,355606587.7149349,246321457.54746825,180303486.6178359,384106359.46274734,279714828.3245686
61,207646708.7860673,425043292.8322535,304581307.76556826,221123383.95502,398375713.4121483,313964854.09605706,753256802.1102753,890829739.3230623,523995150.4843598,158066680.26445636,144678767.6524431,315075985.3269556,340280495.8777285,206631487.1422896,244135611.7634338,242072922.7460741,136314274.81627208,242216887.8298825,206193557.48108828,137314882.093981,245205390.24809217,217485363.0981971,335183944.11554325,339514203.93212146,377543953.4521843,448766655.8135648,408670997.206238,237322429.93383324,274180596.06862766,223034713.16006765,741319792.5550407,600106733.3842818,400427454.8864189,809447553.4594551,820204603.3496788,436116466.6036685,241800467.43071932,299618057.14303195,99972649.37758146,53972890.96442619,122300272.80457078,231645746.69009146,236534081.92905378,778249903.6194321,785210822.5951859,456628721.8225957,434525243.8842855,768002602.2898357,751346512.5437859,515276940.5983492,205161942.9982758,242301044.88791984,236965432.8705257,206804083.85722858,243333480.98116952,244044724.20269877,153114862.90175414,345000729.1987677,714308092.5157105,713268204.1508663,424958819.46467936,256537992.29608425,427345281.02882373,308997339.0282472,333040476.8705979,517470925.3530573,388424594.8071847,286491890.34692734,603648701.4173411,324774625.80426884,360272304.20994586,251904956.85677046,181478407.98831153,386016589.8604766,279892480.52759063
62,207830064.9487568,425236216.4082383,298502695.6530532,221062940.98908067,398447764.14507633,315547120.7949356,769530241.3484178,873717636.811977,523960748.97761786,186091299.37754035,172544329.94373235,340795172.10572773,361066665.4558455,206708378.67665952,244254775.96397856,242089211.92323893,135953835.58387676,240489151.71868214,206693459.68197095,136355960.67539814,245120957.86142865,218204164.1921762,336148928.7188898,339548236.575171,377843238.50874937,448807063.40946656,412794762.90883243,238274615.8594271,275611713.78319,222923851.15387166,739197691.009317,608271284.055889,402672088.7009265,806410897.1391052,819563934.7368348,437323857.9448271,242141071.30432236,278097030.31128275,94962496.86498511,57352735.87357173,122142433.42178078,231511834.74221292,237532565.53606,781087795.1704503,784264092.821494,456636344.7261053,435901607.22141236,767742789.1726077,751947480.6274959,516530127.09069055,203676383.49436682,242444443.58351302,237004413.83933687,206356637.72987562,243390399.45374408,244020438.74857637,150453226.74035886,321876260.17602384,715242253.1899732,713484795.6583799,424975499.05722696,255018394.45638382,424815604.1533673,309651095.6874752,334450997.3765057,514312260.1905583,389856523.7662883,285337689.8907705,619185731.0542384,324756655.3229881,367120111.9556167,257382418.29341698,182679066.44204935,387523391.19534594,280009591.3431846
63,208071647.75659597,425594899.72945875,294012254.3535926,220510504.7121261,399035289.88308775,316947674.16099113,807957825.7461149,857511681.1105934,523934267.3266151,216412675.3780494,202949099.68671823,364920599.2975081,380563286.14613795,207317008.51002294,244508006.9264189,242661181.27170697,131341490.92367539,239034448.41333008,207117702.74524525,139165128.23866585,245908970.6972484,218814557.09395823,334542501.44292986,339648012.1357178,377948306.2108701,448842130.5532735,414180017.5536907,239308581.1780499,277047196.76554763,222769110.31805715,736173979.5476222,619168113.7599175,404835348.26619047,805732032.6307219,818619589.2104763,438401716.75989926,242199301.46665913,263954997.9625402,89970782.96521121,62304104.54147123,122303885.11544803,231623771.90829837,238423309.14596945,784135380.7857312,783586503.4680287,456649127.80162257,437205987.22592664,766871682.2361132,752346382.7127426,517566549.1838904,202448741.91503423,242342429.46258926,236937676.96067813,206047140.29001454,243220830.92231148,243979370.04870948,155478765.2859249,297531347.1651242,714168507.4400698,713346377.9230955,424999754.8121647,254456840.93644676,422704355.69989043,310249963.3575707,336625265.14857167,511319553.2249615,391223004.0987122,284072194.26718336,632992213.7624683,324383187.94158596,375773992.9070175,262717131.07938984,184660095.563275,390373972.8629903,280065082.73478657
64,208247121.9018184,425452573.8669178,291227333.90735996,220102035.06232604,398531325.97617567,318163927.9232853,772402706.4814943,852075778.2975383,523928785.0998654,247955554.52794144,234782012.73411304,386751944.7335192,398360715.71147585,207720809.49703336,244489019.28968027,243580527.05382586,133153155.45329711,238561293.48603278,207487039.33325496,138401352.05442885,246446369.49448016,219287088.13021973,338359360.58355224,339669799.87620676,377852682.7061565,448913833.39378977,413192243.6531869,240434892.6596238,278490995.6284199,222569487.50266728,738081283.726901,634796622.2427409,406914012.99968565,806715234.3839419,818369837.6220397,439387384.6992437,242122583.7382362,257001826.75505194,88254157.66051397,69011648.15942076,122509203.53688373,231603689.65802354,239205974.81154367,785243958.3930656,783325682.6195035,456663556.1867031,438431452.7293105,766567950.3156067,753018783.1359154,518405029.8874919,202586083.60887948,242461481.37938657,236523789.3517358,205878910.46875986,243381370.86936533,243924698.2155225,159651615.84352738,272907526.73772115,714128172.7480929,713372736.096051,425023380.02994484,253902329.20539954,418904035.93940145,310814259.7916761,335153922.0081869,508837419.65910655,392504962.33960205,283076563.8623119,642809538.830301,323613998.5994008,385464620.537855,267872384.4366711,185380955.14706203,393419842.3797102,280057876.6658325
65,208178199.96869916,426179960.59547925,290123578.6967753,220196932.88626975,397664762.0109973,319213039.6711669,665244009.2212255,857936703.447534,523944554.9873131,279553297.4882606,266835420.9899527,405702881.6136105,414110086.76517427,207928004.6089689,244617518.20977354,244307521.09159777,132190582.7251488,237764931.8608865,207831704.43018615,139336977.36704642,246978368.92677313,219592393.85896724,347253337.6139022,339571195.1698994,377549894.142219,449147894.5219697,409533551.6316468,241660057.79871324,279945098.4657746,222323979.5577451,748059673.7020444,649193474.5598879,408915681.17032105,808300670.8748295,816830614.0988319,440335018.56621385,242248832.72243774,256119305.42696446,93550074.1112462,77620540.76169759,122562861.18656807,231258697.31616348,239891760.2843598,786001720.9448318,783155450.7591059,456677252.0554433,439566170.39489645,765646086.6661249,753196379.1465265,519104668.19871944,202951110.62706944,242347089.4388358,236366518.48809588,205789205.5680523,243801142.01038226,243897186.817862,161384594.9008291,249053677.12146765,713932620.3218505,713560148.5542759,425046072.03091705,253274427.99003723,415354203.26133466,311373766.63802725,335180501.30662876,507191509.9080246,393689841.0847313,282347680.4125854,646521908.4123613,322413860.7833084,395032214.67682004,272811467.5872429,186291588.03234962,395958610.53900033,279986895.0997586
66,208127548.1399206,426669684.9242255,290543040.36584264,219969888.6817031,396383711.6282786,320126487.16219294,577876398.4624023,867931882.5486147,523969986.3772066,310009416.4870145,297873796.1536434,421368398.6058413,427559197.43070483,208066887.1219917,244611512.8550791,244801095.96869174,135783598.25612637,238310281.28176194,208189513.14672554,136910453.4358853,246871667.88886094,219701089.0435161,353046238.5062063,338945417.95076984,377033466.66666764,449369588.7592623,406241651.2738029,242984127.6046673,281408401.15856636,222031583.33333388,752440410.3338149,660347288.1898075,410858956.20891154,809782358.343183,818713815.5814676,441312217.12373185,242416604.39884883,259534370.59667048,109198697.03179973,88213165.9438564,122578281.3694429,230670303.42376265,240502738.57403845,785770422.8039963,783369309.6680213,456688552.9295193,440590509.73667514,764831147.1351504,753066041.240183,519765727.14165246,204022812.6508351,242010574.40373477,236881732.6366369,205597254.0078846,244209911.56377834,243879347.896677,161382024.01983792,227098926.48526564,713940914.6487662,713643992.6582378,425093898.67304623,252934488.3745089,411750702.5987257,311965830.9410985,335947847.050618,502016568.81487167,394775447.05780137,281770177.21499527,642699322.8432606,320755498.42587364,403063638.53374875,277497669.75308734,187550768.6121271,398480772.9317521,279851060.00000066
67,207832419.18279403,426871980.3220497,292218516.57816005,219618342.31714988,396524893.4892868,320941863.4916084,607796420.5094165,905734352.1314056,523985535.7467314,338162512.23130435,326699699.0829396,433565191.9062307,438574045.73752296,207600115.81966478,243881196.65685895,245004764.65819287,140373930.76356,238570895.45991892,208602787.94297028,136350799.62337548,247194652.54604742,219581895.0333773,356187469.8085718,338651821.21650153,376296926.42711264,449515890.2796549,402570394.2050376,244399258.2757054,282876021.39140147,221691295.67947665,757588078.6972489,652417109.2657138,412776578.68295217,809427422.373351,819120300.9184,442394572.0895256,242610742.2426259,265227358.08732852,137442414.49776247,100795128.89370666,122515655.52903178,230830655.94223985,241069876.62592793,785275962.3378854,783024612.8357282,456694356.8918332,441475306.130582,764219033.9912375,752605986.2581121,520549096.17964363,204813976.82346037,241906689.30864897,237882758.660337,206281552.58327383,244702397.06515127,243871577.39394894,160991623.78576976,208066491.8145785,714257550.5556347,713374111.6125292,425192067.14613837,252642915.5192984,407847447.61267644,312632298.3357601,337514905.4578513,497656969.36117107,395772259.9508215,281344346.5638122,640399183.893205,318621357.04424185,408240437.2705581,281894280.1561864,188884301.64529264,400743616.08601344,279649293.32999486
68,207838834.46883637,426777778.89052016,294808116.35222965,216897935.15259528,398777258.0706807,321693058.4596214,645779300.5888255,936774917.6060799,523977907.9268893,362988561.0053239,352255436.1706761,442345129.2586741,447146007.75301033,207665456.57862455,244448698.51328915,244934374.91200262,141231430.8102128,239729153.7066329,209114118.73713258,137674125.83467367,247413273.03495568,219200689.04652682,356769438.2972713,340826519.15928537,375333799.5711641,449366266.1530342,399106537.32761127,245889231.75694627,284339069.2074156,221302113.4462166,766502741.9625077,653527744.814345,414715220.51509047,810702432.8423448,815193748.0886077,443658149.4690763,242790561.4890531,271405912.2356529,178642702.8917233,115290593.73497216,122564268.1094343,230901926.0153717,241632694.64506018,788439402.4651088,783386356.6992313,456691442.51881707,442181281.8182586,763789346.2092897,751614124.041174,521679471.73549587,206249738.34463736,241604006.15405414,239192677.9619483,206980945.72193912,244999999.1155718,243897319.4124713,161092177.88598996,192725848.48923886,714453339.6305692,713442973.2387512,425299673.9657834,251952541.70582274,404875865.66675276,313415281.3952532,336805499.23340005,494149467.3339445,396704202.03756875,280706009.555962,640810357.9301164,316004194.11976904,409608700.6559674,285964588.0185223,190566589.39698905,402721496.98269415,279380517.053177
69,207798973.3482302,427223542.61232,297935552.5280319,216956249.82893392,399307084.91512865,322403669.1372899,722557807.5112572,929929771.7763495,523944587.5279599,383715274.38913536,373739277.56233275,447981785.9350266,453384659.4505324,207600032.5460964,244741806.57667813,244832530.05188286,143824418.80129433,240877664.80868807,209763465.41087267,137741849.6760662,247305246.10303327,218526206.73524177,354733176.3290033,346094981.1618567,374137612.2464321,449336058.8965426,396343540.25152177,247429935.1823789,285784876.4533961,220863033.48359683,735830212.2215738,656143392.8560911,416719031.21642613,812049229.7658331,807989616.376212,445174351.3819796,242728678.81393254,276821679.74873257,230861724.6886582,131546946.1836315,122568670.39321195,233047560.64904132,242242787.21223867,784013343.5919973,783250170.5950725,456681142.0157494,442659624.9032905,762627780.0973926,750728892.3800759,523360264.37442684,207940492.5967607,241651598.10163972,240647993.13516754,209499604.04463384,245336330.56486785,243910941.71728718,161367937.3887704,181513384.66299048,714438568.7723986,713628900.1797662,425300622.50163233,252053791.7992852,402133712.90171397,314354267.7671479,334992461.55927056,490665425.8720632,397607868.5601283,280020355.43292546,639215606.0251726,312906488.7183916,406588099.4546589,289671882.5620771,192865659.60075393,404975607.59220606,279043653.1329834
